date,year,month,day,extended,country,country_txt,region,region_txt,State,city,latitude,longitude,multiple,success,suicide,attacktype1,attacktype1_txt,target_type,target_subtype,corp,target,nationality,group_name,gun_certain,weapon_type,weapon_subtype,no_killed,no_wounded
2015-01-25,2015,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Abogbe,7.832584,7.869175,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Abogbe Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,8,0
2015-01-25,2015,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Okololo,7.86797,8.09553,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Okololo Village,Village,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,3,0
2015-01-25,2015,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Ochonlonya,7.832584,7.869175,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ochonlonya Village,Village,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,2,0
2015-01-25,2015,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Ogwule,7.894399,7.785072,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ogwule Village,Village,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,4,0
2015-01-26,2015,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Michika,10.619694,13.38658,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Michika Town,Town,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2015-01-27,2015,Jan,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Yangal Fadan,9.837465,8.404484,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Yangal Fadan Village,Village,Nigeria,Fulani extremists,0,Firearms,Automatic or Semi-Automatic Rifle,8,12
2015-01-30,2015,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Taraba,Nwonko,7.875101,9.778548,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Nwonko Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,27,80
2015-01-30,2015,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Chembe,7.715104,9.230054,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Chembe Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,2,0
2015-01-30,2015,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Tsemue,7.560784,9.091568,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Tsemue Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,2,0
2015-01-30,2015,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Ifer,7.42571,8.82536,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ifer Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,2,0
2015-01-30,2015,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Mgbekpa,7.66176,8.4828,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Mgbekpa Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,2,0
2015-01-30,2015,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Oragbai,7.16403,9.34136,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Oragbai Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,1,0
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.286652,11.163862,1,1,1,3,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Market,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),2,1
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.286652,11.163862,1,1,1,3,Bombing/Explosion,Military,Military Checkpoint,Nigerian Armed Forces,Checkpoint,Nigeria,Boko Haram,0,Explosives,Vehicle,4,2
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.704399,11.088539,0,1,1,3,Bombing/Explosion,Violent Political Party,Rally,People's Democratic Party (PDP),Campaign Meeting for Parliamentary Candidate: Sabo Garbu,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),8,7
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ngom Area,Area,Nigeria,Boko Haram,0,Explosives,Grenade,21,10
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Dalwa Area,Area,Nigeria,Boko Haram,0,Explosives,Grenade,21,9
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Molai Area,Area,Nigeria,Boko Haram,0,Explosives,Grenade,20,9
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Jawari Area,Area,Nigeria,Boko Haram,0,Explosives,Grenade,20,9
2015-02-01,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Tungushe,12.19103,13.091964,0,1,0,2,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Nigerian Armed Forces,Barracks,Nigeria,Boko Haram,0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",101,0
2015-02-02,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.286652,11.163862,0,1,1,3,Bombing/Explosion,Government (General),Head of State,Government of Nigeria,Campaign Rally for President: Goodluck Jonathan,Nigeria,Boko Haram,1,Explosives,Suicide (carried bodily by human being),2,18
2015-02-02,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.83996,7.050104,1,1,0,3,Bombing/Explosion,Government (General),Judge/Attorney/Court,Government of Rivers,Court Building,Nigeria,Unknown,0,Explosives,Dynamite/TNT,0,0
2015-02-02,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Isokpo,5.056759,6.923597,1,1,0,3,Bombing/Explosion,Government (General),Judge/Attorney/Court,Government of Rivers,Court Building,Nigeria,Unknown,0,Explosives,Dynamite/TNT,0,0
2015-02-02,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Degema,4.756612,6.766478,1,1,0,3,Bombing/Explosion,Government (General),Judge/Attorney/Court,Government of Rivers,Court Building,Nigeria,Unknown,0,Explosives,Dynamite/TNT,0,0
2015-02-02,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Nembe district,4.532813,6.403743,0,1,0,2,Armed Assault,Police,Police Patrol (including vehicles and convoys),Nigeria Police Force (NPF),Patrol Van,Nigeria,Unknown,0,Firearms,Unknown Gun Type,3,0
2015-02-04,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Dikwa,12.036585,13.917242,1,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Forces,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,0,0
2015-02-04,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Baga,13.095122,13.818728,1,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Forces,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,0,0
2015-02-04,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Mungle,11.635543,14.10522,1,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Forces,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,0,0
2015-02-05,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Onne,4.727082,7.152093,0,1,0,2,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Youth Gathering,Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,40
2015-02-07,2015,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Damboa,11.151905,12.758704,0,0,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Damboa Town,Town,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,40,0
2015-02-08,2015,Feb,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Bama district,11.518889,13.684167,0,1,0,6,Hostage Taking (Kidnapping),Transportation,Bus (excluding tourists),Unknown,Bus,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,0,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Katamma,12.562439,10.925608,0,1,0,6,Hostage Taking (Kidnapping),Police,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Police Station,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Anyiin,7.818611,9.245278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Anyiin Village,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,1,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,0,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,0,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,0,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,0,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,0,0
2015-02-09,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Logo district,7.689167,9.250278,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Unknown,Village,Nigeria,Fulani extremists,0,Firearms,Handgun,0,0
2015-02-10,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Ukum district,7.500569,9.606301,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Vaase Village,Village,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,5,0
2015-02-10,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Agatu district,7.832584,7.869175,0,1,0,9,Unknown,Private Citizens & Property,Village/City/Town/Suburb,Agatu District,District,Nigeria,Fulani extremists,1,Unknown,Unknown Weapon Type,5,0
2015-02-11,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gambaru,12.359468,14.210929,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Multinational Joint Task Force (MNJTF),Chadian Forces,International,Boko Haram,0,Firearms,Unknown Gun Type,14,11
2015-02-11,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.704399,11.088539,0,1,1,3,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of Yobe,Campaign Office of Governor: Ibrahim Geidam,Nigeria,Unknown,0,Explosives,Suicide (carried bodily by human being),1,0
2015-02-12,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Biu,10.611012,12.195089,0,1,1,3,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Market,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),8,20
2015-02-12,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Jere district,11.930234,13.242173,1,1,0,3,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Alkideow Village,Village,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,11,0
2015-02-12,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Mbuta,12.040133,13.250507,1,1,0,3,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Mbuta Village,Village,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,9,0
2015-02-13,2015,Feb,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Abuja,Kubwa,9.159633,7.338608,0,1,0,2,Armed Assault,Police,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Post,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,2
2015-02-14,2015,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Hinna,10.304167,11.498889,1,1,0,2,Armed Assault,Government (General),Government Building/Facility/Office,Government of Nigeria,Buildings,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,13,0
2015-02-14,2015,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Dadin Kowa,10.289444,11.499444,1,1,0,3,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Dadin Kowa Town,Town,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,13,0
2015-02-14,2015,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Zambuk,10.316389,11.354722,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Zambuk Town,Town,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,12,0
2015-02-14,2015,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.286652,11.163862,1,1,0,2,Armed Assault,Government (General),Government Building/Facility/Office,Government of Gombe,Government Housing Estate,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,12,0
2015-02-14,2015,Feb,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Kogi,Adavi district,7.55,6.233333,0,1,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Government of Adavi,Director of Local Council: Alhaji Abdullazeez Ohere,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2015-02-15,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.74464,11.970257,0,1,1,3,Bombing/Explosion,Transportation,Bus Station/Stop,Damaturu Central Motor Park,Bus Station,Nigeria,Boko Haram,1,Explosives,Suicide (carried bodily by human being),11,30
2015-02-15,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira,10.648618,12.906913,1,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Palace of Local Emir,Nigeria,Boko Haram,0,Incendiary,Arson/Fire,0,0
2015-02-15,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Barakin Ladi,9.545501,8.895677,0,1,0,1,Assassination,Private Citizens & Property,Political Party Member/Rally,All Progressives Congress (APC),Local Chair: Samuel Doro,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,1
2015-02-16,2015,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira,10.648618,12.906913,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Askira Town,Town,Nigeria,Boko Haram,0,Incendiary,Arson/Fire,0,0
2015-02-17,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Yamarkumi,10.658056,12.162778,0,1,1,3,Bombing/Explosion,Military,Military Checkpoint,Nigerian Army (NA),Checkpoint,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),13,0
2015-02-17,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.704399,11.088539,0,1,1,3,Bombing/Explosion,Business,Restaurant/Bar/Café,Alamin Restaurant,Restaurant,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),3,12
2015-02-17,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Okrika,4.74,7.083,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Political Party Member/Rally,All Progressives Congress (APC),Rally for Gubernatorial Candidate: Dakuku Peterside,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,1,5
2015-02-18,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Tamsu-Shehuri Neighborhood,Neighborhood,Nigeria,Boko Haram,0,Firearms,Rifle/Shotgun (non-automatic),13,0
2015-02-18,2015,Feb,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Gaya,10.431155,13.004862,0,1,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Government of Hong,Vice Chair: Bijida Yakubu,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,10,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gatamarwa,10.690026,12.971056,1,1,0,2,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Market,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,7,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Chibok district,10.869205,12.847621,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Lehu Village,Village,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,7,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Chibok district,10.869205,12.847621,1,1,0,2,Armed Assault,Religious Figures/Institutions,Place of Worship,Unknown,Church,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,7,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Gaya,10.431155,13.004862,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Gaya Village,Village,Nigeria,Boko Haram,0,Incendiary,Arson/Fire,30,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Zange,10.016389,12.331667,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Zange Village,Village,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Zange,10.016389,12.331667,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Zange Village,Village,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2015-02-19,2015,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilian,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,13,0
2015-02-22,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.704399,11.088539,0,1,1,3,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Global System  for Mobile Communications (GSM) Market,Cell Phone Market,Nigeria,Boko Haram,1,Explosives,Suicide (carried bodily by human being),6,19
2015-02-22,2015,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Ngelzarma,11.685893,11.61916,0,1,0,7,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Nigerian Armed Forces,Camp,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2015-02-24,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.704399,11.088539,1,1,1,3,Bombing/Explosion,Transportation,Bus (excluding tourists),Unknown,Bus,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),13,20
2015-02-24,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.974328,8.500261,1,1,1,3,Bombing/Explosion,Transportation,Bus Station/Stop,Unknown,Bus Station,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),14,0
2015-02-24,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gambaru,12.359468,14.210929,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Multinational Joint Task Force (MNJTF),Chadian Soldiers,International,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,208,9
2015-02-24,2015,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Goniri,11.485018,12.311891,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Goniri Village,Village,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,44,0
2015-02-25,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Anguduram,12.081777,14.467963,1,1,0,2,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Not Applicable,Shuwa Civilians,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2015-02-25,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Mudu,12.048407,14.307922,1,1,0,2,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Market,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2015-02-25,2015,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Musine,11.905833,14.248333,1,1,0,2,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Not Applicable,Shuwa Civilians,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
