date,year,month,day,State,city,latitude,longitude,suicide,attacktype1_txt,target_type,target_subtype,target,group_name,weapon_type,weapon_subtype,no_killed,no_wounded
11/15/2016,2016,Nov,Tue,Borno,Duwabayi,12.526353,13.579663,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,13,0
11/15/2016,2016,Nov,Tue,Abuja,Darka,8.658925,7.259186,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,1,0
11/15/2016,2016,Nov,Tue,Borno,Kuburmbula,10.87604,12.922417,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Chibok district,10.869205,12.847621,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Kamdzilari,10.869205,12.847621,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Kuburnvwu,10.869205,12.847621,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Kautikari,10.818568,12.991067,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Kwada,10.887073,12.704177,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Boftari,10.888279,12.945425,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Klaima,10.869205,12.847621,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/15/2016,2016,Nov,Tue,Borno,Kakilmari,10.867475,12.975405,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
11/16/2016,2016,Nov,Wed,Lagos,Igbodu,6.647112,3.913404,0,Hostage Taking (Kidnapping),Private Citizens & Property,Farmer,Farmers,Unknown,Firearms,Unknown Gun Type,0,0
11/18/2016,2016,Nov,Fri,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Post,Boko Haram,Explosives,Suicide (carried bodily by human being),1,0
11/18/2016,2016,Nov,Fri,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Transportation,Bus Station/Stop,Bus Station,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
11/18/2016,2016,Nov,Fri,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Terrorists/Non-State Militia,Non-State Militia,Members,Boko Haram,Explosives,Suicide (carried bodily by human being),3,0
11/19/2016,2016,Nov,Sat,Borno,Maiduguri,11.873005,13.250529,1,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Internally Displaced Persons (IDP) Camp,Boko Haram,Explosives,Suicide (carried bodily by human being),1,0
11/19/2016,2016,Nov,Sat,Borno,Makalama,10.869205,12.847621,0,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Explosives,Unknown Explosive Type,0,0
11/19/2016,2016,Nov,Sat,Abuja,Darka,8.658925,7.259186,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,2,2
11/19/2016,2016,Nov,Sat,Zamfara,Dole,12.920039,6.45955,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Community,Unknown,Firearms,Unknown Gun Type,3,0
11/19/2016,2016,Nov,Sat,Zamfara,Zurmi district,12.784464,6.784201,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Community,Unknown,Firearms,Unknown Gun Type,3,0
11/19/2016,2016,Nov,Sat,Zamfara,Kwangwami,12.784464,6.784202,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Community,Unknown,Firearms,Unknown Gun Type,3,0
11/18/2016,2016,Nov,Fri,Abuja,Huni-Gade,8.660257,7.260114,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,0,0
11/21/2016,2016,Nov,Mon,Rivers,Omoku,5.34191,6.655794,0,Armed Assault,Business,Gas/Oil/Electric,Facility,Unknown,Firearms,Unknown Gun Type,4,0
11/22/2016,2016,Nov,Tue,Delta,Kwale,5.709827,6.434362,0,Bombing/Explosion,Business,Gas/Oil/Electric,Oil Facility,Unknown,Explosives,Dynamite/TNT,0,0
11/23/2016,2016,Nov,Wed,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Transportation,Bus Station/Stop,Bus Station,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
11/23/2016,2016,Nov,Wed,Borno,Huyum,10.769332,13.146206,0,Hostage Taking (Barricade Incident),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,5,0
11/23/2016,2016,Nov,Wed,Borno,Askira,10.657376,12.906142,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,0,0
11/23/2016,2016,Nov,Wed,Borno,Wasada,10.813779,13.147073,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,0,0
11/23/2016,2016,Nov,Wed,Zamfara,Tubali,12.18458,6.237687,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Unknown Gun Type,48,0
11/24/2016,2016,Nov,Thu,Borno,Shuwa,10.853887,13.124442,0,Bombing/Explosion,Terrorists/Non-State Militia,Non-State Militia,Patrol,Boko Haram,Explosives,Landmine,2,2
11/24/2016,2016,Nov,Thu,Kaduna,Pasakori,9.521389,8.387778,0,Unknown,Private Citizens & Property,Village/City/Town/Suburb,Village,Unknown,Unknown,Unknown Weapon Type,0,0
11/25/2016,2016,Nov,Fri,Kaduna,Tafan district,9.521389,8.387778,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Unknown,Firearms,Unknown Gun Type,4,0
11/26/2016,2016,Nov,Sat,Borno,Bama,11.526846,13.69271,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Patrol,Boko Haram,Explosives,Landmine,0,5
11/26/2016,2016,Nov,Sat,Borno,Bama,11.526846,13.69271,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Convoy of Officials,Boko Haram,Explosives,Unknown Explosive Type,30,0
11/27/2016,2016,Nov,Sun,Delta,Otu-Jeremi,5.438056,5.878056,0,Bombing/Explosion,Utilities,Oil,Abura Oil Pipeline,Niger Delta Greenland Justice Mandate (NDGJM),Explosives,Unknown Explosive Type,0,0
11/27/2016,2016,Nov,Sun,Lagos,Igbodu,6.647572,3.912056,0,Hostage Taking (Kidnapping),Private Citizens & Property,Farmer,Farmers,Unknown,Firearms,Unknown Gun Type,0,0
11/27/2016,2016,Nov,Sun,Lagos,Igbodu,6.644839,3.91426,0,Hostage Taking (Kidnapping),Transportation,Bus (excluding tourists),Bus,Unknown,Firearms,Unknown Gun Type,0,0
11/28/2016,2016,Nov,Mon,Nasarawa,Alongani,8.742509,8.54189,0,Armed Assault,Business,Mining,Vehicle,Unknown,Firearms,Unknown Gun Type,4,1
11/28/2016,2016,Nov,Mon,Lagos,Igbodu,6.644839,3.91426,0,Hostage Taking (Kidnapping),Private Citizens & Property,Student,Students,Unknown,Firearms,Unknown Gun Type,0,0
11/30/2016,2016,Nov,Wed,Imo,Ohaji district,5.316212,6.885936,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Community,Unknown,Firearms,Unknown Gun Type,5,0
11/30/2016,2016,Nov,Wed,Imo,Imeni,5.412216,6.840486,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Community,Unknown,Firearms,Unknown Gun Type,5,0
11/30/2016,2016,Nov,Wed,Borno,Matube,11.156084,12.756611,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldier,Unknown,Explosives,Unknown Explosive Type,1,0
12/4/2016,2016,Dec,Sun,Borno,Kangarwa,13.310625,13.506168,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",119th Task Force Battalion Forces,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",14,3
12/9/2016,2016,Dec,Fri,Adamawa,Madagali,10.890928,13.627589,1,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,Suicide (carried bodily by human being),59,177
12/10/2016,2016,Dec,Sat,Rivers,Omoku,5.34191,6.655794,0,Armed Assault,Police,Police Security Forces/Officers,Officers,Unknown,Firearms,Unknown Gun Type,2,0
12/11/2016,2016,Dec,Sun,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,Suicide (carried bodily by human being),2,17
12/10/2016,2016,Dec,Sat,Rivers,Abonnema,4.723117,6.778846,0,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Explosives,Unknown Explosive Type,0,0
12/12/2016,2016,Dec,Mon,Borno,Kukawa district,12.922965,13.563938,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Convoy of Lieutenant Colonel: Otos Umusu,Boko Haram,Explosives,Unknown Explosive Type,3,0
12/15/2016,2016,Dec,Thu,Borno,Rann,12.268526,14.46611,1,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Suicide (carried bodily by human being),0,0
12/14/2016,2016,Dec,Wed,Kaduna,Gogwada,10.255938,7.229336,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,15,0
12/18/2016,2016,Dec,Sun,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Explosives,Suicide (carried bodily by human being),2,3
12/18/2016,2016,Dec,Sun,Borno,Ngadaya,11.656389,13.248333,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,1,0
12/18/2016,2016,Dec,Sun,Taraba,Gassol district,8.586602,10.36172,0,Armed Assault,Private Citizens & Property,Farmer,Farmers,Unknown,Melee,Knife or Other Sharp Object,18,18
12/21/2016,2016,Dec,Wed,Delta,Warri,5.52372,5.753167,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Tribal Monarch: Orhifi Orovwagbarha,Fulani extremists,Firearms,Unknown Gun Type,0,0
12/21/2016,2016,Dec,Wed,Abuja,Kwali,8.84045,7.054272,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Member: Grace Oghene Edegware,Fulani extremists,Unknown,Unknown Weapon Type,0,0
12/22/2016,2016,Dec,Thu,Borno,Mafa,11.924656,13.601307,1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Unknown,Explosives,Suicide (carried bodily by human being),2,3
12/22/2016,2016,Dec,Thu,Borno,Limankara,10.9825,13.660556,1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Unknown,Explosives,Suicide (carried bodily by human being),2,0
12/24/2016,2016,Dec,Sat,Kaduna,Kafanchan,9.584898,8.292421,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,5,0
12/26/2016,2016,Dec,Mon,Borno,Kesawa,11.842664,12.775954,1,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
12/26/2016,2016,Dec,Mon,Delta,Ohoro,5.290049,6.072199,0,Armed Assault,Private Citizens & Property,Named Civilian,Civilian: Rufus Erooni,Fulani extremists,Firearms,Unknown Gun Type,1,0
12/26/2016,2016,Dec,Mon,Delta,Ohoro,5.290049,6.072199,0,Unknown,Private Citizens & Property,Farmer,Farmer,Fulani extremists,Unknown,Unknown Weapon Type,1,0
12/28/2016,2016,Dec,Wed,Taraba,Mala,8.626466,10.242925,0,Assassination,Private Citizens & Property,Political Party Member/Rally,Convoy of Chieftan: lhaji Adamu Mohammed,Unknown,Firearms,Unknown Gun Type,1,3
12/29/2016,2016,Dec,Thu,Niger,Dan Mayan,10.241957,6.252295,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Community,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
12/29/2016,2016,Dec,Thu,Niger,Dogongona,10.241977,6.252329,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Community,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
12/30/2016,2016,Dec,Fri,Borno,Rann,12.268526,14.46611,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Unknown Gun Type,15,4
12/30/2016,2016,Dec,Fri,Niger,Dan Mayan,10.241977,6.252329,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Community,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
12/30/2016,2016,Dec,Fri,Niger,Dogongona,10.241977,6.252329,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Community,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
12/31/2016,2016,Dec,Sat,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Explosives,Suicide (carried bodily by human being),2,1
1/3/2017,2017,Jan,Tue,Adamawa,Dar,10.890928,13.627589,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,0,0
1/4/2017,2017,Jan,Wed,Adamawa,Bakin Dutse,10.842934,13.483585,1,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,Suicide (carried bodily by human being),3,0
1/4/2017,2017,Jan,Wed,Borno,Gwoza district,11.089722,13.688377,1,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Unknown,Explosives,Suicide (carried bodily by human being),3,0
1/4/2017,2017,Jan,Wed,Delta,Abraka,5.788824,6.100338,0,Armed Assault,Private Citizens & Property,Farmer,"Farmers: Akpovona Felix, Sunday Akpupu",Fulani extremists,Melee,Knife or Other Sharp Object,2,0
1/4/2017,2017,Jan,Wed,Delta,Obiaruku,5.838492,6.158714,0,Armed Assault,Private Citizens & Property,Farmer,Farmers,Fulani extremists,Melee,Knife or Other Sharp Object,3,0
1/7/2017,2017,Jan,Sat,Yobe,Buni Yadi,11.24707,12.01246,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,20,0
1/7/2017,2017,Jan,Sat,Kaduna,Tsonje,9.614603,8.39358,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,2,0
1/8/2017,2017,Jan,Sun,Adamawa,Kwayine,9.398333,12.364167,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,3,0
1/8/2017,2017,Jan,Sun,Adamawa,Gidan Dadi,9.455541,12.152552,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,2,0
1/8/2017,2017,Jan,Sun,Adamawa,Karlahi,9.455541,12.152552,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,2,0
1/8/2017,2017,Jan,Sun,Borno,Garki Muna,11.831098,13.150967,1,Bombing/Explosion,Military,Military Checkpoint,Joint Checkpoint,Boko Haram,Explosives,Suicide (carried bodily by human being),4,0
1/8/2017,2017,Jan,Sun,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Terrorists/Non-State Militia,Non-State Militia,House of Relatives of Member,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
1/8/2017,2017,Jan,Sun,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Terrorists/Non-State Militia,Non-State Militia,House of Member,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
1/11/2017,2017,Jan,Wed,Yobe,Unknown,12.187141,11.706829,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Convoy,Boko Haram,Explosives,Unknown Explosive Type,1,0
1/12/2017,2017,Jan,Thu,Borno,Damboa district,11.156084,12.756611,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Explosives,Unknown Explosive Type,2,0
1/13/2017,2017,Jan,Fri,Adamawa,Madagali,10.890928,13.627589,1,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Marketplace,Boko Haram,Explosives,Suicide (carried bodily by human being),9,14
1/13/2017,2017,Jan,Fri,Borno,Kangarwa,13.310559,13.506168,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",13,27
1/15/2017,2017,Jan,Sun,Adamawa,Madagali,10.890928,13.627589,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Area,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,7,0
1/15/2017,2017,Jan,Sun,Benue,Abaji,7.178223,9.459915,0,Armed Assault,Terrorists/Non-State Militia,Non-State Militia,Meeting,Unknown,Firearms,Unknown Gun Type,10,1
1/16/2017,2017,Jan,Mon,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Educational Institution,School/University/Educational Building,University,Boko Haram,Explosives,Suicide (carried bodily by human being),2,9
1/16/2017,2017,Jan,Mon,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Mosque,Boko Haram,Explosives,Suicide (carried bodily by human being),2,8
1/17/2017,2017,Jan,Tue,Kaduna,Zangon Kataf district,9.835,8.406111,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,3,0
1/17/2017,2017,Jan,Tue,Delta,Enerhen,5.53495,5.78811,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Residence of Former Chair: Chief Sandys Omadeli-Uvoh,Unknown,Firearms,Unknown Gun Type,1,0
1/18/2017,2017,Jan,Wed,Borno,Banki,11.275523,14.144068,1,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Internally Displaced Persons (IDP) Camp,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
1/19/2017,2017,Jan,Thu,Borno,Rann,12.268526,14.46611,0,Unknown,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Internally Displaced Persons (IDP) Camp,Boko Haram,Unknown,Unknown Weapon Type,8,1
1/21/2017,2017,Jan,Sat,Kaduna,Zangang,9.629167,8.530278,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Unknown,Firearms,Unknown Gun Type,1,5
1/22/2017,2017,Jan,Sun,Plateau,Dengi,9.366753,9.960951,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,Unknown Gun Type,1,0
1/22/2017,2017,Jan,Sun,Kaduna,Gidan Waya,9.458195,8.454215,0,Armed Assault,Transportation,Taxi/Rickshaw,Taxi,Unknown,Firearms,Unknown Gun Type,5,0
1/22/2017,2017,Jan,Sun,Unknown,Unknown,0,0,0,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Unknown,Unknown Weapon Type,0,0
1/22/2017,2017,Jan,Sun,Ogun,Unknown,7.069948,3.677476,0,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Travelers,Fulani extremists,Unknown,Unknown Weapon Type,0,0
1/23/2017,2017,Jan,Mon,Borno,Daggu,10.855833,13.280556,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,3,0
1/23/2017,2017,Jan,Mon,Kogi,Bagana,8.027009,7.594203,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Hausa Chief: Alhaji Audi Musa,Unknown,Explosives,Unknown Explosive Type,0,0
1/25/2017,2017,Jan,Wed,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Military,Military Checkpoint,Checkpoint,Unknown,Explosives,Suicide (carried bodily by human being),1,0
1/24/2017,2017,Jan,Tue,Rivers,Egbema,4.812798,6.60202,0,Assassination,Private Citizens & Property,Political Party Member/Rally,Ward Sectretary: Emmanuel Obuozo,Unknown,Firearms,Unknown Gun Type,1,0
1/22/2017,2017,Jan,Sun,Unknown,Unknown,0,0,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Former Council Chair:,Fulani extremists,Firearms,Unknown Gun Type,0,0
1/25/2017,2017,Jan,Wed,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Mosque,Unknown,Explosives,Suicide (carried bodily by human being),2,2
1/25/2017,2017,Jan,Wed,Borno,Biu district,10.611681,12.191864,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Operation Lafiya Dole Base,Boko Haram,Firearms,Unknown Gun Type,3,0
1/25/2017,2017,Jan,Wed,Kogi,Oganenigu,7.800396,7.320492,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Traditional Ruler: Imaji Omojayi,Unknown,Firearms,Unknown Gun Type,1,0
1/28/2017,2017,Jan,Sat,Borno,Unknown,11.509748,12.978912,0,Armed Assault,Private Citizens & Property,Vehicles/Transportation,Convoy,Boko Haram,Firearms,Unknown Gun Type,15,9
1/29/2017,2017,Jan,Sun,Imo,Ikenegbu,5.493699,7.065978,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Former Media Aid to Governor Okezie Ikpeazu: Ben Onyechere,Unknown,Firearms,Unknown Gun Type,1,1
1/31/2017,2017,Jan,Tue,Adamawa,Kontcha,10.255278,13.276667,0,Armed Assault,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Border Demarcation Team,Boko Haram,Firearms,Unknown Gun Type,5,0
1/31/2017,2017,Jan,Tue,Borno,Banki,11.275523,14.144068,1,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Refugee Camp,Boko Haram,Explosives,Suicide (carried bodily by human being),1,0
1/31/2017,2017,Jan,Tue,Borno,Dalori,11.761901,13.266306,1,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Mosque,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
1/31/2017,2017,Jan,Tue,Borno,Kubuwa,11.155944,12.756954,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Convoy,Boko Haram,Firearms,Unknown Gun Type,1,1
1/31/2017,2017,Jan,Tue,Kogi,Lokoja,7.78811,6.729729,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Convoy of Employees,Unknown,Firearms,Unknown Gun Type,0,0
2/1/2017,2017,Feb,Wed,Kogi,Lokoja,7.78811,6.729729,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Employees,Unknown,Unknown,Unknown Weapon Type,0,0
2/5/2017,2017,Feb,Sun,Yobe,Sasawa,12.050918,12.099174,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Boko Haram,Incendiary,Arson/Fire,2,0
2/7/2017,2017,Feb,Tue,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Suicide (carried bodily by human being),1,0
2/10/2017,2017,Feb,Fri,Borno,Ajiri,11.909552,13.588398,0,Hostage Taking (Kidnapping),Military,Military Unit/Patrol/Convoy,Convoy,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,7,19
2/10/2017,2017,Feb,Fri,Borno,Kaumutayahi,10.860833,12.962222,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,1,0
2/10/2017,2017,Feb,Fri,Kogi,Eika,7.586111,6.266667,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,Unknown Gun Type,3,0
2/10/2017,2017,Feb,Fri,Kogi,Eika,7.586111,6.266667,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Chairperson of Eika Community: Mallam Sadiq Obomi,Unknown,Firearms,Unknown Gun Type,1,0
2/11/2017,2017,Feb,Sat,Borno,Mussa,10.737778,13.130556,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Incendiary,Arson/Fire,0,0
2/12/2017,2017,Feb,Sun,Kogi,Okene,7.55,6.233333,0,Hostage Taking (Kidnapping),Government (General),Intelligence,Former Director: Mike Ejiofor,Fulani extremists,Firearms,Unknown Gun Type,0,0
2/13/2017,2017,Feb,Mon,Borno,Mifa,10.869205,12.847621,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Islamic Scholar,Boko Haram,Firearms,Unknown Gun Type,2,1
2/13/2017,2017,Feb,Mon,Abuja,Apiawe,9.099939,7.278099,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Place of Worship,Church,Unknown,Incendiary,Arson/Fire,0,0
2/15/2017,2017,Feb,Wed,Borno,Gwoza,11.083984,13.693092,0,Armed Assault,Military,Military Aircraft,Helicopter,Boko Haram,Firearms,Unknown Gun Type,0,1
2/16/2017,2017,Feb,Thu,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Suicide (carried bodily by human being),2,0
2/16/2017,2017,Feb,Thu,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Motor Park,Boko Haram,Explosives,Suicide (carried bodily by human being),1,0
2/17/2017,2017,Feb,Fri,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Terrorists/Non-State Militia,Non-State Militia,Checkpoint,Boko Haram,Explosives,Suicide (carried bodily by human being),4,8
2/18/2017,2017,Feb,Sat,Nasarawa,Akwanga district,8.906662,8.407457,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Doctor: Dennis Nakowa,Unknown,Firearms,Unknown Gun Type,2,0
2/19/2017,2017,Feb,Sun,Borno,Yazza,10.875,13.328889,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,3,9
2/19/2017,2017,Feb,Sun,Kaduna,Bakin Kogi,9.491944,8.272778,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,7,0
